CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,TotalCitationOfMentee
10138,7677,7679,1,Arizona State University,55732556.0,-1,1976,1,1,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1975.0,23,3099,25,5.717391304347826,809.9782608695652,1975.0,-1.0,0,0,37259
10139,7677,3274,2,University of Lethbridge,107949126.0,-1,1979,36,2,4,-1,1,1,417,1970.0,8.01923076923077,58707,1128.9807692307693,308,5.923076923076923,1975.0,23,3099,25,5.717391304347826,809.9782608695652,1975.0,9.0,31,10,37259
10146,7248,4838,1,University of Texas at Austin,86519309.0,1980,1980,13,1,1,-1,1,1,77,1968.0,1.925,6658,166.45,73,1.825,-1.0,0,0,0,0.0,0.0,1980.0,12.0,14,0,0
10160,7687,2725,1,University of Rochester,5388228.0,1985,1990,4,1,3,-1,1,1,46,1985.0,1.6428571428571428,6793,242.60714285714286,41,1.4642857142857142,1989.0,10,3559,12,3.696969696969697,325.3636363636364,1989.0,5.0,11,2,10737
10168,7691,7693,1,University of Rochester,5388228.0,1984,1989,2,2,1,-1,1,1,71,1971.0,1.9722222222222223,5304,147.33333333333334,60,1.6666666666666667,1989.0,13,3143,16,3.6363636363636362,308.4848484848485,1989.0,18.0,21,3,10180
10169,7691,7694,2,Columbia University College of Physicians and Surgeons,78577930.0,1989,1994,3,2,1,-1,1,1,36,1976.0,1.0,6579,182.75,44,1.2222222222222223,1989.0,13,3143,16,3.6363636363636362,308.4848484848485,1989.0,18.0,5,4,10180
10173,7687,7694,2,Columbia University,78577930.0,1990,1994,3,2,3,-1,1,1,36,1976.0,1.0,6579,182.75,44,1.2222222222222223,1989.0,10,3559,12,3.696969696969697,325.3636363636364,1989.0,18.0,5,2,10737
10183,4418,7701,1,University of Illinois ,,1976,1980,8,2,3,-1,1,1,112,1978.0,2.8,10233,255.825,93,2.325,1981.0,23,7787,18,3.5853658536585367,713.5121951219512,1980.0,2.0,20,1,29254
10212,7717,73,0,Saint Andrews University,,1992,1993,13,3,0,-1,0,0,2,1997.0,0.15384615384615385,701,53.92307692307692,20,1.5384615384615385,1993.0,2,1334,5,1.5714285714285714,86.60714285714286,1993.0,-4.0,0,0,2425
10219,7723,7727,2,McGill University,5023651.0,1979,1982,1,1,2,-1,1,1,104,1971.0,2.9714285714285715,25790,736.8571428571429,121,3.4571428571428573,1981.0,7,4608,10,3.738095238095238,593.452380952381,1981.0,11.0,21,6,24925
10229,7732,7733,1,Wake Forest University School of Medicine,47251452.0,1991,1995,1,1,4,-1,1,1,90,1977.0,2.1951219512195124,7101,173.1951219512195,94,2.292682926829268,1992.0,9,1436,20,2.8,346.0,1992.0,18.0,17,5,10380
10247,7745,1914,2,Harvard Medical School,136199984.0,1985,1989,7,3,0,1,1,0,238,1972.0,4.76,45766,915.32,552,11.04,1989.0,11,1228,21,2.4838709677419355,301.38709677419354,1989.0,17.0,35,0,9343
10265,7760,7761,1,Utrecht University,193662353.0,1987,1991,6,2,10,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1988.0,8,641,14,11.205882352941176,436.8235294117647,1988.0,-1.0,0,0,14852
10267,7760,1081,1,Utrecht University,193662353.0,1987,1991,15,2,10,-1,1,1,126,1983.0,3.3157894736842106,9862,259.5263157894737,72,1.894736842105263,1988.0,8,641,14,11.205882352941176,436.8235294117647,1988.0,8.0,19,2,14852
10281,7730,7771,1,"Hopkins Marine Station, Stanford University",,-1,1991,3,1,1,-1,1,1,243,1967.0,4.339285714285714,51910,926.9642857142857,246,4.392857142857143,1980.0,1,4,1,3.2857142857142856,196.54761904761904,1980.0,24.0,32,2,8255
10283,7730,7773,2,University of Chicago,40347166.0,1991,1994,8,2,1,-1,1,1,295,1985.0,7.972972972972973,32265,872.027027027027,614,16.594594594594593,1980.0,1,4,1,3.2857142857142856,196.54761904761904,1980.0,9.0,20,5,8255
10305,7788,38,2,National Eye Institute,,1982,1988,23,1,2,-1,1,1,141,1971.0,2.764705882352941,44332,869.2549019607843,133,2.607843137254902,1982.0,6,1960,8,1.2307692307692308,139.89743589743588,1982.0,17.0,20,5,5456
10315,7795,2090,1,University of Durham,,1984,1988,8,1,1,-1,1,1,344,1980.0,8.19047619047619,57984,1380.5714285714287,328,7.809523809523809,1982.0,1,18,2,2.725,130.25,1982.0,8.0,22,2,5210
10349,7821,1795,1,McGill University,5023651.0,1973,1978,8,3,4,1,1,1,74,1970.0,1.608695652173913,4659,101.28260869565217,55,1.1956521739130435,1985.0,10,702,6,3.2972972972972974,177.16216216216216,1978.0,8.0,11,0,6555
10350,7821,2908,2,"University of California, Santa Cruz",185103710.0,1979,1983,4,1,5,-1,1,1,43,1969.0,1.5357142857142858,4877,174.17857142857142,29,1.0357142857142858,1985.0,10,702,6,3.2972972972972974,177.16216216216216,1983.0,14.0,18,0,6555
10353,5128,7821,1,Dalhousie University,129902397.0,1986,1989,16,1,5,-1,1,1,122,1985.0,3.2972972972972974,6555,177.16216216216216,176,4.756756756756757,1990.0,3,132,5,3.625,515.375,1989.0,4.0,11,0,16492
10387,7844,857,1,University of Oxford,40120149.0,1991,1995,19,1,5,-1,1,1,302,1969.0,5.921568627450981,77972,1528.862745098039,382,7.490196078431373,2002.0,7,751,25,1.35,43.55,1995.0,26.0,66,0,871
10397,7795,6430,2,University of Durham,,1988,1992,5,1,1,-1,1,1,125,1972.0,2.9761904761904763,17484,416.2857142857143,84,2.0,1982.0,1,18,2,2.725,130.25,1982.0,20.0,11,1,5210
10398,7854,71,1,University of Oxford,40120149.0,1978,1993,8,1,0,-1,1,0,303,1959.0,5.315789473684211,36396,638.5263157894736,230,4.035087719298246,1985.0,11,904,13,2.5945945945945947,169.59459459459458,1985.0,34.0,43,9,6275
10399,3098,7855,0,University of Western Ontario,125749732.0,1992,1993,4,1,23,-1,1,1,58,2001.0,3.2222222222222223,4188,232.66666666666666,85,4.722222222222222,1993.0,6,1847,14,2.5517241379310347,226.93103448275863,1993.0,-8.0,0,0,6581
10420,3098,11324,0,University of Western Ontario,125749732.0,1992,1993,47,14,23,1,1,1,102,1979.0,2.372093023255814,10310,239.7674418604651,103,2.395348837209302,1993.0,6,1847,14,2.5517241379310347,226.93103448275863,1993.0,14.0,18,1,6581
10440,7885,3808,2,"Washington University, Saint Louis",204465549.0,1988,1992,28,3,21,-1,1,1,217,1985.0,5.864864864864865,135931,3673.810810810811,252,6.8108108108108105,1989.0,9,7733,15,9.242424242424242,3418.3333333333335,1989.0,7.0,15,6,112805
10447,7891,3808,1,"Washington University, Saint Louis",204465549.0,1990,1991,28,3,2,-1,1,1,217,1985.0,5.864864864864865,135931,3673.810810810811,252,6.8108108108108105,1990.0,5,3244,22,10.96875,1093.96875,1990.0,6.0,17,0,35007
10449,7893,3808,1,"Washington University, Saint Louis",204465549.0,1990,1995,28,5,0,1,0,0,217,1985.0,5.864864864864865,135931,3673.810810810811,252,6.8108108108108105,1987.0,1,40,4,0.7714285714285715,32.6,1987.0,10.0,19,1,1141
10455,1573,7900,1,"Rutgers University, New Brunswick/Piscataway",102322142.0,1990,1995,10,2,0,-1,0,0,110,1984.0,2.8947368421052633,7728,203.3684210526316,111,2.9210526315789473,1993.0,11,375,7,0.76,23.8,1993.0,11.0,20,9,595
10472,37242,418,1,Vanderbilt University,200719446.0,-1,1982,41,3,0,1,1,0,554,1970.0,10.653846153846153,82128,1579.3846153846155,408,7.846153846153846,1979.0,9,1053,7,0.9166666666666666,154.38888888888889,1979.0,12.0,49,9,5558
10475,7907,687829,3,"Clinical Research Centre, Harrow",,1977,1994,2,1,0,-1,1,0,309,1976.0,6.717391304347826,21152,459.82608695652175,588,12.782608695652174,1971.0,6,822,6,3.326530612244898,257.6530612244898,1971.0,18.0,33,0,12625
10483,7911,3273,0,University of Western Ontario,125749732.0,1988,1989,12,2,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1990.0,7,827,11,2.65625,209.53125,1989.0,-1.0,0,0,6705
10484,7911,5066,1,University of Calgary,168635309.0,1990,1994,5,3,0,-1,1,0,107,1969.0,2.018867924528302,15836,298.79245283018867,105,1.9811320754716981,1990.0,7,827,11,2.65625,209.53125,1990.0,25.0,16,4,6705
10516,7925,4326,2,Rockefeller University,83399316.0,1988,1991,19,2,1,-1,1,1,236,1965.0,6.555555555555555,6277,174.36111111111111,33,0.9166666666666666,1990.0,8,5181,14,4.1875,651.375,1990.0,26.0,0,0,20844
10558,7963,452,2,Johns Hopkins University,145311948.0,1988,1993,10,3,3,-1,1,1,147,1967.0,2.826923076923077,32907,632.8269230769231,168,3.230769230769231,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1987.0,26.0,36,0,4373
10588,4604,4479,0,University of Virginia,51556381.0,1994,1995,13,3,1,-1,1,1,115,1967.0,2.1296296296296298,7099,131.46296296296296,101,1.8703703703703705,1998.0,11,1292,13,7.416666666666667,188.20833333333334,1995.0,28.0,6,0,4517
10617,1194,552,1,"Hebrew University, Jerusalem",197251160.0,-1,1995,14,2,4,-1,1,1,95,1964.0,1.6379310344827587,18659,321.7068965517241,88,1.5172413793103448,1993.0,6,1344,15,1.7241379310344827,146.27586206896552,1993.0,31.0,15,2,4242
10653,7935,4486,1,"University of Washington, Seattle",201448701.0,-1,1987,13,1,6,-1,1,1,512,1969.0,9.660377358490566,59995,1131.9811320754718,386,7.283018867924528,1975.0,1,321,3,6.0,801.5106382978723,1975.0,18.0,51,9,37671
10664,7963,8031,1,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1980,1986,1,1,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1986.0,-1.0,0,0,4373
10665,7963,8032,2,Rutgers The State University of New Jersey - Newark,102322142.0,1994,1995,12,1,3,-1,1,1,155,1968.0,2.8703703703703702,17562,325.22222222222223,323,5.981481481481482,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1987.0,27.0,10,0,4373
10669,7963,4345,2,Rutgers The State University of New Jersey - Newark,102322142.0,1994,1995,14,4,3,1,1,1,88,1987.0,2.6666666666666665,14010,424.54545454545456,108,3.272727272727273,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1987.0,8.0,13,0,4373
10670,7963,8033,2,Uniformed Services University of the Health Sciences,148314036.0,1993,1994,5,1,3,-1,1,1,29,1985.0,1.0,4685,161.55172413793105,43,1.4827586206896552,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1987.0,9.0,3,0,4373
10676,7963,8038,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1986,1988,25,1,3,-1,1,1,424,1982.0,10.6,39374,984.35,743,18.575,1987.0,1,136,2,2.4705882352941178,128.61764705882354,1987.0,6.0,47,0,4373
10710,8061,8062,1,University of Würzburg,25974101.0,1982,1984,17,2,3,-1,1,1,139,1971.0,2.78,26787,535.74,233,4.66,1982.0,8,1967,6,5.725,670.375,1982.0,13.0,19,2,26815
10721,27594,24297,2,Bell Laboratories,,1977,1979,39,14,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666666,219,4.5625,1966.0,2,18,3,0.3333333333333333,3.0,1966.0,5.0,13,0,18
10766,8097,1638,2,"Scripps Research Institute, La Jolla",123431417.0,1993,1995,13,1,6,-1,1,1,236,1982.0,5.9,77388,1934.7,538,13.45,1992.0,18,2844,42,8.433333333333334,1922.3333333333333,1992.0,13.0,41,5,57670
10773,8105,765,1,University of Western Ontario,125749732.0,1981,1986,36,2,1,-1,1,1,516,1970.0,9.923076923076923,71512,1375.2307692307693,416,8.0,-1.0,0,0,0,0.0,0.0,1986.0,16.0,22,0,0
10784,6925,1181,1,University of California - Irvine,204250578.0,1990,1994,27,4,7,1,1,1,1661,1968.0,30.75925925925926,133033,2463.574074074074,748,13.851851851851851,1992.0,13,1067,27,4.833333333333333,616.6,1992.0,26.0,100,9,18498
10799,8135,8123,2,"Nencki Institute, Warsaw, Poland",,-1,1994,25,8,1,1,1,1,394,1981.0,9.609756097560975,28586,697.219512195122,843,20.5609756097561,1989.0,17,1231,29,7.0,415.45454545454544,1989.0,13.0,48,14,13710
10811,8144,6882,2,"University of Michigan, Ann Arbor",27837315.0,1990,1991,10,5,0,1,1,0,134,1988.0,3.9411764705882355,17940,527.6470588235294,326,9.588235294117647,1991.0,4,280,14,1.2,67.03333333333333,1991.0,3.0,16,0,2011
10812,8145,6882,2,University of Virginia,51556381.0,1990,1992,10,5,0,1,0,0,134,1988.0,3.9411764705882355,17940,527.6470588235294,326,9.588235294117647,1991.0,1,26,2,1.0,26.0,1991.0,4.0,21,0,26
10813,8146,6882,2,University of Virginia,51556381.0,1992,1993,10,5,2,1,1,1,134,1988.0,3.9411764705882355,17940,527.6470588235294,326,9.588235294117647,1989.0,8,1123,10,4.787878787878788,288.3333333333333,1989.0,5.0,24,1,9515
10814,8147,6882,2,"University of Michigan, Emory University",27837315.0,1993,1994,10,6,1,1,1,1,134,1988.0,3.9411764705882355,17940,527.6470588235294,326,9.588235294117647,1994.0,12,1763,35,6.035714285714286,567.6071428571429,1994.0,6.0,26,2,15893
10821,8146,8152,1,University of Virginia,51556381.0,1985,1988,5,1,2,-1,1,1,88,1985.0,2.838709677419355,10136,326.96774193548384,96,3.096774193548387,1989.0,8,1123,10,4.787878787878788,288.3333333333333,1988.0,3.0,36,7,9515
10824,8153,6882,2,"University of Florida, Gainesville",33213144.0,1994,1995,10,7,0,1,0,0,134,1988.0,3.9411764705882355,17940,527.6470588235294,326,9.588235294117647,1998.0,3,352,4,1.0,117.33333333333333,1995.0,7.0,29,0,352
10836,4061,8161,1,Rockefeller University,83399316.0,1980,1985,1,1,7,-1,1,1,23,1980.0,1.3529411764705883,1184,69.6470588235294,29,1.7058823529411764,1972.0,6,92,8,10.38,1003.0,1972.0,5.0,7,3,50150
10838,4061,8162,1,Rockefeller University,83399316.0,1980,1985,6,2,7,-1,1,1,138,1957.0,2.3,12031,200.51666666666668,132,2.2,1972.0,6,92,8,10.38,1003.0,1972.0,28.0,15,0,50150
10858,9798,6502,1,University of Oxford,40120149.0,1989,1992,12,1,12,-1,1,1,4,1997.0,0.4444444444444444,3791,421.22222222222223,9,1.0,1988.0,6,2121,9,8.382352941176471,2375.0,1988.0,-5.0,0,0,80750
10882,8190,1854,2,Columbia University,78577930.0,1989,1994,48,7,0,1,0,0,144,1978.0,3.3488372093023258,77649,1805.7906976744187,361,8.395348837209303,1990.0,6,3611,12,0.7777777777777778,401.22222222222223,1990.0,16.0,35,4,3611
10922,8217,4806,1,University of Vermont,111236770.0,1987,1993,10,4,4,1,1,1,53,1974.0,1.606060606060606,8346,252.9090909090909,46,1.393939393939394,1992.0,7,4324,19,3.4615384615384617,1580.0,1992.0,19.0,13,2,41080
10935,8225,8123,1,Nencki Instiute,,-1,1995,25,9,0,1,0,0,394,1981.0,9.609756097560975,28586,697.219512195122,843,20.5609756097561,1993.0,6,194,10,1.3928571428571428,93.71428571428571,1993.0,14.0,59,0,2624
10956,4804,8242,0,Wesleyan University,100538780.0,1988,1990,2,1,6,-1,1,1,35,1977.0,1.206896551724138,2462,84.89655172413794,40,1.3793103448275863,1994.0,10,2209,16,3.4814814814814814,313.25925925925924,1990.0,13.0,9,0,8458
10989,4405,710,2,"University of California, Berkeley",95457486.0,1988,1991,24,3,9,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1987.0,13,973,9,3.7941176470588234,162.7058823529412,1987.0,-1.0,0,0,5532
10998,4405,8269,1,Boston University,111088046.0,-1,1988,1,1,8,-1,1,1,66,1969.0,1.5,5278,119.95454545454545,45,1.0227272727272727,1987.0,13,973,9,3.7941176470588234,162.7058823529412,1987.0,19.0,18,0,5532
11001,8272,6081,1,"University of Washington, Seattle",201448701.0,1990,1995,68,5,11,1,1,1,562,1975.0,11.957446808510639,93831,1996.404255319149,591,12.574468085106384,1991.0,5,1062,7,2.1666666666666665,195.96666666666667,1991.0,20.0,67,5,5879
11023,3018,64,2,Rockefeller University,83399316.0,1987,1989,32,3,3,1,1,1,94,1958.0,1.5666666666666667,109612,1826.8666666666666,92,1.5333333333333334,1985.0,21,6137,32,7.675675675675675,1019.6216216216217,1985.0,31.0,12,0,37726
11026,8289,8290,2,"University of California, Irvine",204250578.0,1984,1988,6,2,7,-1,1,1,117,1969.0,2.25,12215,234.90384615384616,137,2.6346153846153846,1947.0,1,8,2,3.466666666666667,332.04,1947.0,19.0,32,6,24903
11027,8289,8291,1,McMaster University,98251732.0,1979,1983,8,1,4,-1,1,1,124,1972.0,2.8181818181818183,29689,674.75,167,3.7954545454545454,1947.0,1,8,2,3.466666666666667,332.04,1947.0,11.0,12,2,24903
11030,8293,8290,2,"University of California, Irvine",204250578.0,1984,1988,6,2,4,-1,1,1,117,1969.0,2.25,12215,234.90384615384616,137,2.6346153846153846,1985.0,14,2059,14,4.675675675675675,474.27027027027026,1985.0,19.0,32,9,17548
11090,8344,8345,1,University of Queensland,165143802.0,1976,1982,3,2,7,-1,1,1,52,1972.0,1.3,1513,37.825,34,0.85,1979.0,11,426,5,2.116279069767442,76.25581395348837,1979.0,10.0,15,6,3279
11093,8347,8345,1,University of Queensland,165143802.0,1980,1984,3,2,0,-1,1,0,52,1972.0,1.3,1513,37.825,34,0.85,-1.0,0,0,0,0.0,0.0,1984.0,12.0,13,0,0
11107,8354,8355,1,McGill University,5023651.0,1989,1994,5,2,1,-1,1,1,85,1972.0,2.2972972972972974,6017,162.6216216216216,133,3.5945945945945947,2015.0,32,806,91,5.142857142857143,115.14285714285714,1994.0,22.0,17,0,806
11108,3244,8115,2,Duke University,170897317.0,1973,1976,158,3,5,1,1,1,926,1970.0,17.807692307692307,273678,5263.038461538462,1241,23.865384615384617,1953.0,1,6,4,10.608695652173912,2711.6376811594205,1953.0,6.0,96,15,187103
11122,709,8363,2,University of Texas at Austin,86519309.0,1984,1986,3,1,21,-1,1,1,9,2002.0,9.0,471,471.0,6,6.0,1963.0,1,2,3,10.338983050847459,1031.1694915254238,1963.0,-16.0,0,0,60839
11132,8371,710,2,"University of California, Berkeley",95457486.0,1982,1988,24,4,12,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1980.0,9,294,4,2.588235294117647,143.7941176470588,1980.0,-1.0,0,0,4889
11143,8376,604,1,University of Western Ontario,125749732.0,1992,1994,12,3,0,-1,1,0,148,1962.0,2.792452830188679,34968,659.7735849056604,90,1.6981132075471699,1993.0,15,1980,17,1.0689655172413792,89.93103448275862,1993.0,32.0,12,2,2608
11161,8393,1835,1,California Institute of Technology,122411786.0,-1,1987,6,3,0,1,1,0,230,1962.0,3.8333333333333335,54432,907.2,191,3.183333333333333,-1.0,0,0,0,0.0,0.0,1987.0,25.0,22,0,0
11228,8438,2634,1,University of Texas at Austin,86519309.0,1987,1992,19,6,8,1,1,1,435,1973.0,8.877551020408163,36382,742.4897959183673,383,7.816326530612245,1990.0,8,916,7,4.666666666666667,304.3,1990.0,19.0,72,5,9129
11236,3319,751,1,Johns Hopkins University School of Medicine,2799853436.0,1980,1986,67,2,15,-1,1,1,1287,1959.0,20.428571428571427,367108,5827.111111111111,1674,26.571428571428573,1980.0,17,4863,16,7.666666666666667,1395.5238095238096,1980.0,27.0,178,23,58612
11252,6178,2634,1,University of Texas at Austin,86519309.0,1982,1987,19,2,9,-1,1,1,435,1973.0,8.877551020408163,36382,742.4897959183673,383,7.816326530612245,1963.0,2,64,2,2.6610169491525424,184.4406779661017,1963.0,14.0,74,11,10882
11253,8449,1441,0,University of Pennsylvania,79576946.0,1975,1976,3,2,0,-1,1,0,311,1974.0,6.479166666666667,31155,649.0625,391,8.145833333333334,1977.0,1,12,2,3.6,230.37777777777777,1976.0,2.0,10,0,10367
11262,8459,312,1,Stanford University,97018004.0,1979,1985,36,3,11,1,1,1,383,1974.0,7.979166666666667,48347,1007.2291666666666,374,7.791666666666667,1982.0,16,2958,5,7.775,450.7,1982.0,11.0,23,11,18028
11266,8463,725,1,Cornell University,205783295.0,1984,1987,18,5,5,1,1,1,150,1970.0,2.9411764705882355,18180,356.47058823529414,143,2.803921568627451,1986.0,9,1447,7,1.6176470588235294,121.58823529411765,1986.0,17.0,18,3,4134
11267,8463,692,2,Massachusetts Institute of Technology,63966007.0,1988,1992,41,6,7,1,1,1,333,1976.0,7.239130434782608,46997,1021.6739130434783,436,9.478260869565217,1986.0,9,1447,7,1.6176470588235294,121.58823529411765,1986.0,16.0,27,8,4134
11302,8166,2278,2,The Salk Institute,,1984,1990,25,7,8,1,1,1,334,1971.0,6.549019607843137,133282,2613.372549019608,318,6.235294117647059,1981.0,10,207,15,2.2195121951219514,146.73170731707316,1981.0,19.0,65,1,6016
11325,23201,4351,1,Carnegie Mellon University,74973139.0,-1,1985,2,1,9,-1,1,1,50,1947.0,1.0638297872340425,5768,122.72340425531915,64,1.3617021276595744,1985.0,2,160,5,11.756756756756756,2193.054054054054,1985.0,38.0,6,0,81143
11390,8543,8544,2,Baylor College of Medicine,181547552.0,1985,1988,1,1,10,-1,1,1,556,1967.0,10.10909090909091,92351,1679.1090909090908,1376,25.01818181818182,1985.0,28,2506,60,13.594594594594595,3132.837837837838,1985.0,21.0,67,7,115915
11431,580,725,0,Cornell ,,1993,1995,18,3,5,-1,1,1,150,1970.0,2.9411764705882355,18180,356.47058823529414,143,2.803921568627451,1999.0,6,2054,7,1.0,342.3333333333333,1995.0,25.0,13,0,2054
11480,8607,11324,1,,,1986,1993,47,14,0,1,1,0,102,1979.0,2.372093023255814,10310,239.7674418604651,103,2.395348837209302,1990.0,16,1514,24,0.9,156.5,1990.0,14.0,18,8,4695
11493,8607,3273,1,University of Western Ontario,125749732.0,1986,1993,12,2,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1990.0,16,1514,24,0.9,156.5,1990.0,-1.0,0,0,4695
11497,7855,11324,1,,,1990,1995,47,18,1,1,1,1,102,1979.0,2.372093023255814,10310,239.7674418604651,103,2.395348837209302,2001.0,41,3420,65,3.2222222222222223,232.66666666666666,1995.0,16.0,22,0,4188
11546,8643,4523,1,Dalhousie Univ.,,1973,1978,11,4,4,1,1,1,70,1965.0,1.2280701754385965,4276,75.01754385964912,53,0.9298245614035088,1995.0,14,1025,14,2.4444444444444446,277.55555555555554,1978.0,13.0,15,0,7494
11572,1114,8655,0,University of Calgary,168635309.0,1990,1992,1,1,12,-1,1,1,54,1972.0,1.08,3281,65.62,62,1.24,1994.0,9,1297,17,6.142857142857143,598.9642857142857,1992.0,20.0,15,0,16771
11573,1114,8656,0,University of Wales Bangor,,1991,1991,5,1,12,-1,1,1,131,1981.0,3.1951219512195124,12351,301.2439024390244,108,2.6341463414634148,1994.0,9,1297,17,6.142857142857143,598.9642857142857,1991.0,10.0,8,0,16771
11575,8657,8658,1,"University of California, San Diego",36258959.0,1991,1995,12,2,15,-1,1,1,584,1974.0,12.166666666666666,52714,1098.2083333333333,904,18.833333333333332,1991.0,4,467,14,3.6774193548387095,321.06451612903226,1991.0,21.0,49,4,9953
11594,8668,4374,2,Salk,,1988,1994,31,11,8,1,1,1,60,1971.0,1.935483870967742,15864,511.741935483871,121,3.903225806451613,1985.0,15,4930,31,3.5945945945945947,658.0,1985.0,23.0,15,4,24346
11598,8670,3782,1,University of Western Ontario,125749732.0,1987,1994,5,2,1,-1,1,1,45,1987.0,1.875,6148,256.1666666666667,51,2.125,1994.0,14,738,24,1.3214285714285714,50.67857142857143,1994.0,7.0,14,4,1419
11611,8683,8684,1,Emory University,150468666.0,-1,1979,7,1,4,-1,1,1,94,1972.0,2.088888888888889,8662,192.48888888888888,117,2.6,1976.0,4,211,5,9.304347826086957,2309.804347826087,1976.0,7.0,8,0,106251
11612,8683,8685,1,Emory University,150468666.0,-1,1979,1,1,4,-1,1,1,100,1958.0,1.639344262295082,8507,139.45901639344262,93,1.5245901639344261,1976.0,4,211,5,9.304347826086957,2309.804347826087,1976.0,21.0,17,2,106251
11614,8683,1206,2,Max Planck Institute for Biophysical Chemistry,,1982,1982,32,2,8,-1,1,1,241,1969.0,4.547169811320755,90334,1704.4150943396226,297,5.60377358490566,1976.0,4,211,5,9.304347826086957,2309.804347826087,1976.0,13.0,16,2,106251
