CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
1631380,796057,4757,1,Universite Paris Descartes,,1989,1991,3,1,2,0,1,1,63,1966.0,1.3404255319148937,6938,147.61702127659575,64,1.3617021276595744,2007.0,14,216,11,7.066666666666666,65.33333333333333,1991.0,25.0,13,0
1632031,796055,796137,1,Universidad Pontificia Bolivariana,,1984,1986,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,2003.0,1,6,1,1.0,6.0,1986.0,-1.0,0,0
1632090,796057,17992,2,Freiburg University Clinic,,1991,1993,2,1,4,0,1,1,124,1971.0,2.48,5436,108.72,113,2.26,2007.0,14,216,11,7.066666666666666,65.33333333333333,1993.0,22.0,7,0
1632167,796183,32833,1,"State University of New York, Albany",392282.0,-1,1993,31,1,0,0,1,0,490,1977.0,10.888888888888893,66543,1478.7333333333331,479,10.644444444444442,1995.0,14,4666,34,3.888888888888889,619.9629629629627,1993.0,16.0,43,0
1632346,796238,629188,1,Duke University,170897317.0,-1,1985,9,4,0,1,0,0,21,1981.0,0.6,689,19.68571428571429,23,0.6571428571428571,1985.0,3,102,2,0.6,20.4,1985.0,4.0,8,2
1632347,273699,629188,1,Oklahoma  State University,,1984,1989,9,3,0,-1,0,0,21,1981.0,0.6,689,19.68571428571429,23,0.6571428571428571,1990.0,12,5344,13,0.6363636363636364,258.22727272727275,1989.0,8.0,6,0
1632737,32216,82218,2,Harvard Medical School - Boston Children's Hospital,,1992,1994,3,1,0,0,1,0,391,1980.0,9.30952380952381,79866,1901.5714285714291,1015,24.16666666666667,1980.0,2,246,3,4.214285714285714,291.45238095238096,1980.0,14.0,65,3
1633041,796451,12375,1,Institute of Embryology,,1992,1994,9,2,0,-1,0,0,172,1968.0,3.3076923076923075,27527,529.3653846153846,178,3.423076923076924,1999.0,6,1629,34,1.4090909090909092,170.0909090909091,1994.0,26.0,41,0
1633137,796482,48956,1,"University of Michigan, Ann Arbor",27837315.0,-1,1995,2,2,0,-1,0,0,259,1972.0,5.18,22310,446.2,380,7.6,1997.0,2,2,5,2.0,2.0,1995.0,23.0,41,2
1633141,796482,796483,1,"University of Michigan, Ann Arbor",27837315.0,-1,1995,1,1,0,0,0,0,134,1965.0,2.9130434782608696,8824,191.8260869565217,153,3.3260869565217392,1997.0,2,2,5,2.0,2.0,1995.0,30.0,48,2
1633189,796472,796500,1,University of Groningen,169381384.0,-1,1993,2,1,8,0,1,1,211,1971.0,4.137254901960786,13025,255.39215686274508,122,2.392156862745098,1992.0,11,1815,9,9.366666666666667,1526.166666666667,1992.0,22.0,32,3
1633318,796541,1096,1,Leiden University,121797337.0,-1,1979,8,3,0,-1,0,0,7,1961.0,0.21212121212121213,910,27.57575757575757,6,0.18181818181818185,-1.0,0,0,0,0.0,0.0,1979.0,18.0,1,0
1633319,796542,2822,1,Leiden University,121797337.0,-1,1991,11,2,1,-1,1,1,117,1953.0,1.828125,23563,368.171875,80,1.25,1988.0,10,470,4,7.0588235294117645,496.0294117647058,1988.0,38.0,23,1
1633415,796570,75197,2,Dana-Farber Cancer Institute,,-1,1990,6,2,0,-1,0,0,356,1968.0,6.592592592592593,104156,1928.8148148148148,985,18.240740740740737,1952.0,1,0,1,4.714285714285714,1551.9,1952.0,22.0,44,7
1634554,4111,2467,1,Kent State University,149910238.0,1987,1991,11,2,4,-1,1,1,61,1978.0,2.5416666666666665,8700,362.5,64,2.6666666666666665,-1.0,0,0,0,0.0,0.0,1991.0,13.0,17,0
1634557,796929,796931,1,University of Edinburgh,98677209.0,1984,1986,1,1,0,0,1,0,88,1983.0,2.838709677419355,2184,70.45161290322581,128,4.129032258064516,1987.0,9,352,8,11.4,290.22857142857146,1986.0,3.0,7,0
1634560,796929,796932,1,University of Edinburgh,98677209.0,1984,1986,1,1,0,0,1,0,31,1975.0,1.9375,138,8.625,36,2.25,1987.0,9,352,8,11.4,290.22857142857146,1986.0,11.0,14,0
1634562,796929,796933,1,University of Edinburgh,98677209.0,1984,1986,1,1,0,0,1,0,67,1977.0,1.9705882352941173,2066,60.764705882352935,99,2.9117647058823533,1987.0,9,352,8,11.4,290.22857142857146,1986.0,9.0,23,0
1634583,796942,21180,1,"University of Georgia, Athens",165733156.0,1980,1984,3,2,0,-1,0,0,18,1981.0,1.3846153846153846,381,29.30769230769231,15,1.1538461538461535,1982.0,2,14,4,1.0,7.0,1982.0,3.0,7,2
1634712,796986,6131,1,Purdue University,219193219.0,-1,1994,16,2,0,-1,0,0,299,1971.0,5.98,24826,496.52,421,8.42,1995.0,2,96,5,0.5,24.0,1994.0,23.0,51,1
1634895,797054,6131,1,Purdue University,219193219.0,-1,1987,16,2,0,-1,0,0,299,1971.0,5.98,24826,496.52,421,8.42,1990.0,1,0,2,1.0,0.0,1987.0,16.0,42,0
1634929,378489,64246,1,"University of California, Davis",84218800.0,-1,1995,2,1,3,0,1,1,140,1985.0,3.7837837837837838,19342,522.7567567567568,109,2.9459459459459465,1997.0,13,9418,11,4.0,893.68,1995.0,10.0,34,1
1634930,64246,397585,1,"University of Minnesota, Twin Cities",130238516.0,-1,1990,8,1,1,0,1,1,115,1965.0,2.017543859649123,99851,1751.7719298245609,101,1.7719298245614037,1985.0,9,1189,13,3.7837837837837838,522.7567567567568,1985.0,25.0,21,2
1634952,532281,56717,2,,,1987,1994,3,2,2,-1,1,1,94,1990.0,3.4814814814814814,17911,663.3703703703702,194,7.185185185185183,1990.0,3,22,15,0.7096774193548387,33.61290322580645,1990.0,4.0,17,1
1634953,532281,79831,1,"University of North Carolina, Chapel Hill",114027177.0,1980,1986,1,1,2,0,1,1,145,1963.0,2.5,42111,726.051724137931,288,4.965517241379311,1990.0,3,22,15,0.7096774193548387,33.61290322580645,1986.0,23.0,24,0
1634955,532281,2261,2,,,1987,1994,29,2,2,-1,1,1,653,1958.0,11.067796610169491,133029,2254.7288135593217,783,13.271186440677965,1990.0,3,22,15,0.7096774193548387,33.61290322580645,1990.0,36.0,106,1
1637290,739298,797704,1,Tufts University,121934306.0,-1,1984,1,1,0,0,1,0,108,1968.0,2.117647058823529,5736,112.47058823529413,75,1.4705882352941178,1976.0,4,395,8,5.304347826086956,525.1304347826087,1976.0,16.0,8,4
1637521,225914,103484,1,"University of California, Los Angeles",161318765.0,-1,1983,2,1,0,0,0,0,19,1971.0,0.3877551020408163,637,13.0,13,0.2653061224489796,1983.0,10,813,11,5.0,622.9487179487179,1983.0,12.0,0,0
1639774,796600,798546,1,University of Queensland,165143802.0,1978,1982,1,1,4,0,1,1,12,1969.0,0.3,510,12.75,12,0.3,1978.0,37,2933,38,10.090909090909092,473.02272727272725,1978.0,13.0,7,0
1639780,796600,798549,1,Prince Henry Hospital and University of NSW,,1980,1981,6,3,4,-1,1,1,159,1963.0,2.7894736842105257,24430,428.5964912280703,150,2.631578947368421,1978.0,37,2933,38,10.090909090909092,473.02272727272725,1978.0,18.0,26,10
1639821,738248,798549,1,University of New South Wales School of Medicine,31746571.0,-1,1985,6,3,0,-1,1,0,159,1963.0,2.7894736842105257,24430,428.5964912280703,150,2.631578947368421,1973.0,1,570,2,21.142857142857142,2553.020408163265,1973.0,22.0,26,2
1639934,796600,798549,2,Prince Henry Hospital and University of NSW,,1984,1985,6,3,4,-1,1,1,159,1963.0,2.7894736842105257,24430,428.5964912280703,150,2.631578947368421,1978.0,37,2933,38,10.090909090909092,473.02272727272725,1978.0,22.0,26,10
1640248,798709,11435,1,Duke University,170897317.0,1986,1990,3,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,2017.0,4,784,18,2.0,392.0,1990.0,-1.0,0,0
1640250,798710,11435,2,Duke University,170897317.0,1986,1992,3,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,2000.0,11,1176,39,1.8571428571428568,184.14285714285717,1992.0,-1.0,0,0
1640880,233668,519053,1,"University of Maryland, College Park",66946132.0,1991,1994,2,1,28,0,1,1,12,1982.0,0.3333333333333333,7272,202.0,12,0.3333333333333333,1996.0,10,5320,19,2.1923076923076925,412.15384615384613,1994.0,12.0,9,1
1640981,10285,4523,1,Dalhousie University,129902397.0,-1,1981,11,4,0,1,1,0,70,1965.0,1.2280701754385963,4276,75.01754385964912,53,0.9298245614035088,1980.0,4,268,7,3.6428571428571432,455.7380952380952,1980.0,16.0,13,2
1640993,25986,798941,1,New York University,57206974.0,1982,1986,1,1,5,0,1,1,17,1962.0,0.5862068965517241,808,27.86206896551724,11,0.3793103448275862,1984.0,8,2383,4,1.75,200.6875,1984.0,24.0,4,2
1642387,799395,161627,1,Brigham Young University,100005738.0,1981,1986,27,1,4,0,1,1,521,1974.0,10.854166666666664,37018,771.2083333333335,777,16.1875,1997.0,2,32,9,2.76,46.12,1986.0,12.0,43,0
1642388,799395,5568,2,UCSD Psychiatry,,1986,1988,11,1,4,0,1,1,83,1971.0,1.6938775510204085,26558,542.0,156,3.183673469387754,1997.0,2,32,9,2.76,46.12,1988.0,17.0,33,0
1642392,799397,799395,2,University of Colorado HSC,,1989,1991,6,2,0,-1,0,0,69,1997.0,2.76,1153,46.12,200,8.0,-1.0,0,0,0,0.0,0.0,1991.0,-6.0,0,0
1642395,799398,799395,2,University of Colorado HSC,,1992,1994,6,4,0,-1,0,0,69,1997.0,2.76,1153,46.12,200,8.0,-1.0,0,0,0,0.0,0.0,1994.0,-3.0,0,0
1642533,30698,79971,1,Columbia University,78577930.0,-1,1982,2,1,0,0,1,0,81,1964.0,1.5283018867924532,3126,58.981132075471706,70,1.320754716981132,1981.0,6,42,9,3.25,415.65,1981.0,18.0,8,3
1642536,30698,14407,2,Rockefeller University,83399316.0,1982,1986,1,1,0,0,1,0,228,1963.0,4.2222222222222205,42106,779.7407407407408,347,6.425925925925926,1981.0,6,42,9,3.25,415.65,1981.0,23.0,55,1
1642934,770879,59969,1,,,-1,1987,1,1,0,0,0,0,148,1962.0,2.792452830188679,12215,230.47169811320754,261,4.9245283018867925,-1.0,0,0,0,0.0,0.0,1987.0,25.0,21,0
1642985,183375,18721,1,NYU Courant,,1975,1979,5,1,0,0,0,0,102,1955.0,1.59375,15358,239.96875,70,1.09375,1979.0,25,921,19,8.186046511627907,1176.4418604651162,1979.0,24.0,10,0
1643360,648003,35513,2,Massachusetts General Hospital / Harvard Medical School,,1989,1994,18,1,0,0,0,0,280,1980.0,6.666666666666668,88921,2117.1666666666665,542,12.904761904761903,1987.0,8,248,7,1.6470588235294117,157.7941176470588,1987.0,14.0,17,1
1644233,789468,75197,2,,,1982,1986,6,2,0,-1,0,0,356,1968.0,6.592592592592593,104156,1928.8148148148148,985,18.240740740740737,1974.0,4,206,9,8.791666666666666,1876.104166666667,1974.0,18.0,28,4
1644369,717536,3928,0,"University of California, San Diego",36258959.0,1994,1995,22,5,1,1,1,1,124,1977.0,2.7555555555555555,36303,806.7333333333332,94,2.088888888888889,1994.0,13,812,12,12.5,371.3571428571428,1994.0,18.0,10,0
1644370,717536,1359,0,"University of California, San Diego",36258959.0,1994,1995,29,5,1,1,1,1,181,1970.0,3.4807692307692317,13684,263.15384615384613,185,3.5576923076923075,1994.0,13,812,12,12.5,371.3571428571428,1994.0,25.0,22,0
1644437,800086,20844,1,Karolinska Institute,28166907.0,1992,1993,7,4,7,-1,1,1,217,1972.0,4.428571428571429,36875,752.5510204081633,352,7.183673469387755,1993.0,6,1258,18,3.5517241379310347,228.06896551724137,1993.0,21.0,138,3
1644491,32216,22734,1,,,1989,1992,5,1,0,0,1,0,421,1968.0,7.796296296296298,72864,1349.3333333333333,457,8.462962962962964,1980.0,2,246,3,4.214285714285714,291.45238095238096,1980.0,24.0,38,0
1644737,781509,800175,1,Chinese Academy of Sciences,19820366.0,1986,1989,1,1,0,0,0,0,158,2000.0,7.181818181818183,6683,303.77272727272725,430,19.545454545454547,2010.0,10,1152,52,2.1818181818181817,118.0,1989.0,-11.0,0,0
1644769,16185,792,1,University of Rochester,5388228.0,1990,1995,19,3,5,-1,1,1,312,1969.0,5.886792452830187,64961,1225.6792452830189,190,3.5849056603773586,1989.0,7,392,9,4.575757575757576,199.66666666666663,1989.0,26.0,73,2
1645260,800344,17175,1,Princeton University,20089843.0,1980,1981,4,2,0,-1,0,0,478,1974.0,9.958333333333334,59784,1245.5,297,6.1875,1982.0,12,1202,11,9.825,502.35,1981.0,7.0,13,0
1646499,180126,11121,1,Massachusetts Institute of Technology,63966007.0,-1,1992,27,5,0,1,0,0,149,1951.0,2.128571428571429,29498,421.4,84,1.2,1998.0,6,1443,5,0.8,200.4,1992.0,41.0,16,0
1646764,800790,1480,2,Massachusetts Institute of Technology,63966007.0,1981,1983,63,3,0,-1,0,0,442,1966.0,7.892857142857142,139671,2494.125,864,15.428571428571427,-1.0,0,0,0,0.0,0.0,1983.0,17.0,52,0
1646897,800823,56119,1,Cornell University,205783295.0,1984,1989,25,5,0,1,0,0,351,1968.0,6.622641509433963,20805,392.5471698113208,293,5.528301886792454,2003.0,1,2,3,1.0,2.0,1989.0,21.0,65,0
1646926,7907,6401,3,"Institute of Psychiatry (IOP), King's College London",,1971,1976,6,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1971.0,6,822,6,3.326530612244898,257.6530612244898,1971.0,-1.0,0,0
1647951,378867,753590,1,Princeton University,20089843.0,-1,1982,1,1,0,0,0,0,161,1976.0,3.5,11876,258.17391304347825,307,6.6739130434782625,1978.0,11,938,22,3.25,619.1136363636364,1978.0,6.0,10,2
1648071,187955,20751,1,University of Pennsylvania,79576946.0,1989,1993,17,2,0,-1,1,0,280,1960.0,4.666666666666667,26139,435.65,164,2.7333333333333334,1989.0,14,2515,12,5.848484848484849,820.1212121212121,1989.0,33.0,31,0
1648490,479801,672533,1,Université de Montréal,70931966.0,-1,1986,2,1,1,0,1,1,48,1975.0,1.1428571428571428,839,19.97619047619048,44,1.0476190476190477,2004.0,8,578,13,1.1666666666666667,49.444444444444436,1986.0,11.0,12,0
1648926,801242,801246,1,Moorfields Eye Hospital,1325675289.0,1992,1993,2,1,1,0,1,1,709,1948.0,9.58108108108108,68051,919.608108108108,1177,15.905405405405405,1976.0,2,42,6,15.804347826086955,900.9782608695652,1976.0,45.0,108,1
1648998,677566,801264,1,University of Oxford,40120149.0,1992,1995,1,1,0,0,1,0,55,1985.0,1.5714285714285714,3058,87.37142857142857,83,2.3714285714285714,1995.0,15,613,8,18.88888888888889,629.1111111111112,1995.0,10.0,14,3
1649084,607386,249137,1,University of Alberta,154425047.0,-1,1977,1,1,0,0,0,0,2,1944.0,0.05,44,1.1,1,0.025,1944.0,2,0,1,0.10416666666666667,0.6666666666666666,1944.0,33.0,0,0
1649149,801310,187499,2,Northwestern University,111979921.0,1982,1987,7,1,0,0,0,0,362,1963.0,6.135593220338983,57108,967.9322033898303,666,11.288135593220339,1982.0,9,1123,11,5.45,657.275,1982.0,24.0,36,8
1649256,319,12375,1,University of Paris,204730241.0,-1,1991,9,2,15,-1,1,1,172,1968.0,3.3076923076923075,27527,529.3653846153846,178,3.423076923076924,1991.0,7,5299,13,3.161290322580645,814.2258064516127,1991.0,23.0,30,1
1649858,227154,183268,1,Harvard University,136199984.0,-1,1980,21,6,0,1,0,0,91,1955.0,1.4677419354838708,18181,293.241935483871,38,0.6129032258064516,1981.0,10,233,6,2.55,77.75,1980.0,25.0,6,0
1649944,736874,766333,1,Université Laval,,1983,1985,1,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1991.0,13,644,30,7.096774193548387,415.35483870967744,1985.0,-1.0,0,0
1650051,28214,746631,1,University of Chicago,40347166.0,1974,1978,2,1,7,0,1,1,131,1961.0,4.851851851851851,12407,459.51851851851853,149,5.518518518518518,1975.0,15,1234,23,8.25531914893617,2068.340425531915,1975.0,17.0,41,13
1650160,178112,178094,1,Stanford University,97018004.0,-1,1990,10,3,5,-1,1,1,225,1973.0,5.769230769230767,29681,761.0512820512822,183,4.6923076923076925,1986.0,19,6370,14,9.944444444444443,1504.5277777777774,1986.0,17.0,62,16
1650161,413228,178094,1,Stanford University,97018004.0,-1,1990,10,3,0,-1,0,0,225,1973.0,5.769230769230767,29681,761.0512820512822,183,4.6923076923076925,1985.0,7,192,7,16.0,1079.081081081081,1985.0,17.0,62,0
1650385,723172,6455,1,"University of California, Berkeley",95457486.0,-1,1989,21,1,4,0,1,1,155,1980.0,3.6904761904761916,18880,449.5238095238095,318,7.571428571428571,1993.0,6,1082,7,2.3076923076923075,272.15384615384613,1989.0,9.0,12,0
1650537,801729,671165,0,Kewalo Basin Marine Mammal Laboratory,,1991,1991,5,1,0,0,0,0,127,1961.0,2.2280701754385963,11699,205.2456140350877,178,3.12280701754386,-1.0,0,0,0,0.0,0.0,1991.0,30.0,19,0
1651102,687366,21556,2,Université de Strasbourg,,1983,1985,7,2,0,-1,0,0,952,1959.0,15.35483870967742,280731,4527.919354838709,2302,37.12903225806452,1987.0,9,1103,24,0.8,93.93333333333334,1985.0,26.0,88,0
1651408,689345,397585,1,,,1977,1982,8,2,3,-1,1,1,115,1965.0,2.017543859649123,99851,1751.7719298245609,101,1.7719298245614037,1983.0,13,65371,6,6.871794871794871,3377.5384615384614,1982.0,17.0,11,1
1651754,802102,17752,1,Fred Hutch Cancer Research Center,,1984,1990,3,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1990.0,-1.0,0,0
1651987,84296,13274,1,Duke University,170897317.0,1988,1994,7,1,0,0,0,0,74,1958.0,1.15625,4129,64.515625,43,0.671875,1991.0,3,355,3,1.032258064516129,78.25806451612904,1991.0,36.0,5,0
1652473,476649,87350,1,"Ohio State University, Columbus",52357470.0,-1,1983,4,1,8,0,1,1,489,1976.0,10.630434782608695,124168,2699.304347826087,382,8.304347826086957,1981.0,15,1629,12,3.1,129.375,1981.0,7.0,37,3
1652478,551633,87350,1,"Ohio State University, Columbus",52357470.0,-1,1994,4,3,0,-1,0,0,489,1976.0,10.630434782608695,124168,2699.304347826087,382,8.304347826086957,1993.0,12,3883,8,1.821428571428572,349.46428571428567,1993.0,18.0,45,9
1652479,607191,87350,1,"Ohio State University, Columbus",52357470.0,-1,1995,4,3,3,-1,1,1,489,1976.0,10.630434782608695,124168,2699.304347826087,382,8.304347826086957,1993.0,12,5586,14,3.1724137931034484,791.6206896551724,1993.0,19.0,43,5
1652687,802408,625285,1,Purdue University,219193219.0,-1,1989,5,1,0,0,0,0,52,1983.0,1.4857142857142858,1387,39.628571428571426,61,1.7428571428571429,1984.0,1,2,2,3.1515151515151514,69.18181818181819,1984.0,6.0,6,0
1653931,556111,254,1,"State University of New York, Albany",392282.0,-1,1984,11,3,0,-1,1,0,77,1972.0,1.673913043478261,7963,173.1086956521739,92,2.0,2005.0,3,112,10,0.5384615384615384,19.846153846153847,1984.0,12.0,20,0
1653625,180913,1922,1,Massachusetts Institute of Technology,63966007.0,1985,1991,5,1,0,0,0,0,218,1950.0,3.5161290322580645,21818,351.90322580645164,145,2.338709677419355,1985.0,4,30,1,8.289473684210527,233.71052631578945,1985.0,41.0,36,0
1653667,802673,30256,1,,,1991,1995,4,2,0,-1,1,0,80,1949.0,1.4814814814814814,10597,196.24074074074073,19,0.35185185185185186,1996.0,6,16,16,4.038461538461538,102.8846153846154,1995.0,46.0,17,0
1653948,802770,1360,1,"University of California, San Diego",36258959.0,-1,1990,13,5,0,1,0,0,99,1962.0,2.020408163265306,11243,229.44897959183675,60,1.2244897959183674,1988.0,8,674,11,3.647058823529412,243.9705882352941,1988.0,28.0,36,1
1654072,802793,4425,1,Massachusetts Institute of Technology,63966007.0,1982,1989,9,4,0,1,0,0,65,1961.0,1.2037037037037035,8459,156.64814814814815,88,1.6296296296296295,-1.0,0,0,0,0.0,0.0,1989.0,28.0,21,0
1654085,802795,802767,1,Medical Research Council Harwell,,1983,1986,1,1,0,0,1,0,169,1953.0,2.7704918032786887,26903,441.0327868852459,202,3.3114754098360657,1935.0,1,6,1,4.0344827586206895,403.264367816092,1935.0,33.0,25,2
1654086,802795,63367,2,Whitehead Institute (MIT),,1987,1990,1,1,0,0,1,0,603,1879.0,4.216783216783217,74574,521.4965034965036,1291,9.027972027972027,1935.0,1,6,1,4.0344827586206895,403.264367816092,1935.0,111.0,54,5
1654211,802828,796600,1,Murdoch University,176790772.0,-1,1995,5,1,0,0,0,0,444,1978.0,10.090909090909092,20813,473.02272727272725,370,8.409090909090908,1994.0,3,217,2,0.4545454545454545,36.27272727272727,1994.0,17.0,46,2
1654733,802984,35977,1,,,-1,1981,1,1,0,0,1,0,101,1972.0,2.463414634146341,16068,391.90243902439016,71,1.7317073170731707,-1.0,0,0,0,0.0,0.0,1981.0,9.0,15,0
1654793,9291,350,1,Harvard Medical School,136199984.0,1971,1977,7,1,5,0,1,1,42,1957.0,0.6461538461538462,7744,119.13846153846157,68,1.0461538461538462,1975.0,1,190,2,3.574468085106384,238.7659574468085,1975.0,20.0,7,0
1654808,29148,9291,1,McMaster University,98251732.0,1987,1992,16,1,0,0,0,0,168,1975.0,3.574468085106384,11222,238.7659574468085,117,2.48936170212766,1999.0,5,940,13,0.8333333333333334,156.66666666666666,1992.0,17.0,15,0
1717923,742384,19019,1,University of Florida College of Medicine,33213144.0,1989,1995,4,3,0,-1,0,0,12,1981.0,0.5454545454545454,667,30.318181818181817,8,0.3636363636363637,1993.0,4,302,9,0.6,38.73333333333333,1993.0,14.0,8,3
1657700,628838,58070,1,"University of Maryland, College Park, MD",,-1,1990,4,3,0,-1,0,0,132,1974.0,2.75,85854,1788.625,198,4.125,1989.0,2,198,2,2.9090909090909087,261.8181818181818,1989.0,16.0,9,2
1657831,49312,52263,1,University of Pennsylvania,79576946.0,-1,1994,1,1,7,0,1,1,598,1960.0,10.872727272727273,51377,934.1272727272728,477,8.672727272727272,1991.0,13,364,31,4.709677419354839,244.90322580645162,1991.0,34.0,112,13
1658065,803775,79702,1,,,-1,1989,4,1,0,0,0,0,34,1957.0,0.5666666666666667,1214,20.233333333333334,35,0.5833333333333334,-1.0,0,0,0,0.0,0.0,1989.0,32.0,8,0
1658628,803782,21210,3,"University of Giesses, Giessen, Germany",,1977,1977,2,1,0,0,0,0,68,1963.0,1.1929824561403508,2684,47.087719298245624,100,1.7543859649122806,1960.0,5,483,5,3.736842105263158,505.10526315789474,1960.0,14.0,15,0
1659739,804295,301700,1,"University of Washington, Seattle",201448701.0,-1,1984,1,1,0,0,0,0,11,1967.0,0.2075471698113208,132,2.490566037735849,5,0.09433962264150944,1988.0,7,58,2,1.0526315789473684,4.631578947368421,1984.0,17.0,0,0
1660909,21408,804515,1,"Waseda University, Tokyo, Japan",150744194.0,1983,1985,1,1,2,0,1,1,21,1976.0,0.6774193548387096,467,15.06451612903226,27,0.8709677419354839,1992.0,16,893,9,7.733333333333332,248.36666666666667,1985.0,9.0,10,0
1660913,12386,12262,1,University of Western Australia,177877127.0,1983,1985,6,2,0,-1,1,0,93,1938.0,1.6607142857142858,9400,167.85714285714286,63,1.125,1983.0,8,854,2,3.6923076923076934,185.5384615384616,1983.0,47.0,24,3
1661304,225661,436822,1,Stony Brook University,59553526.0,-1,1990,7,1,15,0,1,1,64,1972.0,1.4883720930232558,9322,216.7906976744186,51,1.186046511627907,1991.0,1,114,3,0.3870967741935484,11.161290322580648,1990.0,18.0,12,0
1661354,62521,183,2,University College London,45129253.0,1975,1979,9,1,4,0,1,1,30,1939.0,0.43478260869565216,59352,860.1739130434783,9,0.13043478260869565,1973.0,3,606,3,5.204081632653062,454.71428571428567,1973.0,40.0,1,0
1684408,35799,7761,1,Utrecht University,193662353.0,-1,1979,6,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1983.0,20,1402,25,6.871794871794871,419.4358974358975,1979.0,-1.0,0,0
1662399,804997,20975,2,Harvard Medical School - Massachusetts General Hospital,,1979,1981,4,2,0,-1,0,0,215,1919.0,2.1938775510204085,37221,379.8061224489797,412,4.204081632653061,1977.0,7,640,15,5.911111111111111,559.4888888888888,1977.0,62.0,25,1
1662431,105680,805005,1,Loyola College,154357492.0,1993,1995,1,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1995.0,9,381,12,5.296296296296297,282.92592592592587,1995.0,-1.0,0,0
1662433,105680,805006,1,Loyola College,154357492.0,1993,1995,1,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1995.0,9,381,12,5.296296296296297,282.92592592592587,1995.0,-1.0,0,0
1663373,805309,25826,1,,,1991,1995,2,1,9,0,1,1,119,1965.0,2.087719298245614,12086,212.03508771929825,202,3.543859649122807,2002.0,25,798,56,5.85,1151.55,1995.0,30.0,15,0
1663508,648134,27322,1,Brandeis University,6902469.0,1978,1984,29,2,0,-1,0,0,371,1970.0,7.134615384615384,71903,1382.75,538,10.346153846153848,1981.0,6,1312,20,1.2,262.4,1981.0,14.0,41,6
1663970,722632,20277,2,Universität Zürich,202697423.0,-1,1982,6,1,0,0,0,0,302,1963.0,5.206896551724138,63270,1090.8620689655172,425,7.327586206896553,1988.0,69,14680,105,5.827586206896553,1464.551724137931,1982.0,19.0,57,0
1664241,263354,51760,1,"Washington University, Saint Louis",204465549.0,-1,1976,2,1,1,0,1,1,53,1956.0,1.3947368421052628,5050,132.89473684210526,27,0.7105263157894737,1977.0,19,3118,33,6.266666666666668,1193.911111111111,1976.0,20.0,13,0
1664244,263354,52942,1,"Washington University, Saint Louis",204465549.0,-1,1976,5,1,1,0,1,1,234,1944.0,3.391304347826087,618069,8957.521739130434,306,4.434782608695652,1977.0,19,3118,33,6.266666666666668,1193.911111111111,1976.0,32.0,35,0
1664399,13948,21230,1,Albert-Ludwigs-Universität Freiburg,,-1,1977,4,2,1,-1,1,1,58,1966.0,1.2608695652173914,2399,52.15217391304348,45,0.9782608695652174,1982.0,20,4321,43,5.277777777777779,740.2222222222223,1977.0,11.0,6,0
1664749,335494,16010,1,,,1975,1979,2,1,0,0,0,0,252,1971.0,5.142857142857143,21440,437.5510204081632,161,3.2857142857142856,1979.0,17,588,13,2.2325581395348846,140.1860465116279,1979.0,8.0,30,0
1664768,805710,3028,1,Massachusetts Institute of Technology,63966007.0,1984,1989,12,2,1,-1,1,1,150,1964.0,2.6785714285714284,12747,227.625,91,1.625,1989.0,8,763,7,2.9090909090909087,400.66666666666674,1989.0,25.0,17,0
1664938,32854,8157,0,Max Planck Institute for Biological Cybernetics,,1989,1991,7,1,5,0,1,1,200,1980.0,4.761904761904762,11507,273.9761904761905,248,5.904761904761906,1970.0,1,6,5,3.3461538461538463,172.01923076923077,1970.0,11.0,10,0
1665371,21453,805877,2,"University of North Carolina, Chapel Hill",114027177.0,1976,1978,1,1,2,0,1,1,24,1978.0,0.9230769230769232,2915,112.1153846153846,35,1.3461538461538465,1981.0,15,2776,16,3.1842105263157894,408.23684210526324,1978.0,0.0,6,0
1665903,399746,4325,1,"University of California, San Diego",36258959.0,-1,1991,11,1,0,0,0,0,843,1974.0,17.5625,307252,6401.083333333332,2030,42.29166666666666,1985.0,14,5101,29,4.3243243243243255,654.2702702702702,1985.0,17.0,121,17
