CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
33204,12352,23704,2,University of Calgary,168635309.0,1994,1995,67,9,2,1,1,1,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,1988.0,13,1545,22,9.176470588235292,1196.0,1988.0,22.0,54,4
33212,23717,23704,2,University of Calgary,168635309.0,1984,1989,67,6,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,1993.0,3,282,6,3.1481481481481484,241.0740740740741,1989.0,16.0,45,0
33213,23718,23704,2,University of Calgary,168635309.0,1987,1989,67,6,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,-1.0,0,0,0,0.0,0.0,1989.0,16.0,45,0
33214,23719,23704,2,University of Calgary,168635309.0,1987,1989,67,6,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,1992.0,6,473,6,0.4545454545454545,26.04545454545455,1989.0,16.0,45,0
33215,23720,23704,2,University of Calgary,168635309.0,1990,1994,67,11,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,-1.0,0,0,0,0.0,0.0,1994.0,21.0,52,0
33216,23721,23704,2,University of Calgary,168635309.0,1991,1992,67,10,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,1991.0,1,38,2,0.6774193548387096,30.64516129032258,1991.0,19.0,52,0
33220,23724,23704,2,University of Calgary,168635309.0,1993,1994,67,11,0,1,0,0,340,1973.0,6.938775510204081,27308,557.3061224489796,449,9.16326530612245,-1.0,0,0,0,0.0,0.0,1994.0,21.0,52,0
33239,23737,20968,1,"University of Massachusetts, Amherst",24603500.0,-1,1994,12,6,0,1,0,0,49,1981.0,1.3243243243243243,4328,116.97297297297294,6,0.16216216216216214,2001.0,1,204,3,1.0,204.0,1994.0,13.0,5,0
33240,23738,20968,1,"University of Massachusetts, Amherst",24603500.0,-1,1995,12,6,0,1,0,0,49,1981.0,1.3243243243243243,4328,116.97297297297294,6,0.16216216216216214,2007.0,1,0,1,1.0,0.0,1995.0,14.0,4,0
33241,23739,20968,1,"University of Massachusetts, Amherst",24603500.0,-1,1995,12,6,0,1,0,0,49,1981.0,1.3243243243243243,4328,116.97297297297294,6,0.16216216216216214,1994.0,1,8,1,1.0,8.0,1994.0,14.0,4,0
33280,23771,23763,0,Carleton College,188497080.0,1986,1990,6,1,7,-1,1,1,49,1983.0,1.3611111111111112,3238,89.94444444444444,51,1.4166666666666667,-1.0,0,0,0,0.0,0.0,1990.0,7.0,10,0
33289,5700,23775,1,Washington University School of Medicine,,1985,1990,2,1,3,-1,1,1,43,1984.0,1.162162162162162,6609,178.62162162162159,79,2.135135135135135,1989.0,10,1860,16,1.4848484848484849,270.87878787878793,1989.0,6.0,8,3
33297,23782,5561,1,Children’s Hospital of Philadelphia / University of Pennsylvania,,1982,1986,18,1,2,-1,1,1,184,1978.0,4.181818181818182,25056,569.4545454545455,219,4.977272727272728,1983.0,3,169,4,1.3142857142857145,177.31428571428575,1983.0,8.0,28,1
33304,23785,331,3,Columbia University College of Physicians and Surgeons,78577930.0,1989,1992,93,13,0,1,0,0,626,1961.0,10.262295081967213,204955,3359.918032786885,991,16.24590163934426,2000.0,7,1152,18,1.7368421052631582,182.78947368421046,1992.0,31.0,74,0
33328,23803,1433,1,,,1985,1991,5,2,0,-1,0,0,208,1970.0,4.16,2956,59.12,198,3.96,1970.0,3,12,12,0.64,4.4,1970.0,21.0,50,9
33329,23803,1485,1,"National Institute for Physiological Sciences, Okazaki, Japan",,1989,1990,5,1,0,-1,0,0,32,1965.0,0.7804878048780488,2297,56.02439024390244,35,0.8536585365853658,1970.0,3,12,12,0.64,4.4,1970.0,25.0,0,0
33331,375,1433,1,,,1986,1989,5,2,0,-1,0,0,208,1970.0,4.16,2956,59.12,198,3.96,-1.0,0,0,0,0.0,0.0,1989.0,19.0,27,0
33338,23804,11121,1,Harvard University,136199984.0,1990,1994,27,3,0,-1,0,0,149,1951.0,2.128571428571429,29498,421.4,84,1.2,1996.0,10,683,7,1.4230769230769231,43.730769230769226,1994.0,43.0,15,0
33352,23788,10953,2,"Indiana University, Bloomington",592451.0,1988,1990,26,6,2,1,1,1,578,1970.0,11.115384615384617,51899,998.0576923076924,368,7.0769230769230775,1954.0,4,34,2,15.852941176470587,1283.7941176470588,1954.0,20.0,47,4
33354,23788,6604,2,"University of California, Berkeley",95457486.0,1990,1992,8,2,2,-1,1,1,187,1956.0,3.0161290322580645,20787,335.2741935483872,126,2.032258064516129,1954.0,4,34,2,15.852941176470587,1283.7941176470588,1954.0,36.0,32,4
33384,23309,23373,1,"Ohio State University, Columbus",52357470.0,1980,1985,10,1,10,-1,1,1,271,1965.0,4.754385964912281,99022,1737.2280701754391,257,4.508771929824562,1986.0,11,1682,8,7.3611111111111125,2174.277777777778,1985.0,20.0,18,1
33421,21336,23863,1,Radboud University Nijmegen,145872427.0,-1,1983,5,1,0,-1,1,0,51,1979.0,1.275,2218,55.45,29,0.725,1982.0,6,1622,3,1.5,248.1,1982.0,4.0,6,1
33423,1092,23864,1,University of Groningen,169381384.0,-1,1979,5,4,0,1,1,0,42,1964.0,0.875,4764,99.25,30,0.625,1973.0,3,242,2,1.2325581395348837,71.30232558139534,1973.0,15.0,7,0
33497,23901,23309,1,Yale University,32971472.0,1990,1995,30,1,0,0,1,0,265,1986.0,7.3611111111111125,78274,2174.277777777778,290,8.055555555555555,1800.0,1,0,8,1.4864864864864864,234.37387387387383,1800.0,9.0,20,1
33557,19435,6424,2,Stony Brook University,59553526.0,1990,1993,20,4,22,-1,1,1,129,1964.0,2.4339622641509435,19671,371.15094339622635,146,2.754716981132076,1989.0,25,5632,27,5.575757575757576,911.5151515151517,1989.0,29.0,22,11
33565,23939,6424,2,Stony Brook University,59553526.0,1986,1989,20,3,3,-1,1,1,129,1964.0,2.4339622641509435,19671,371.15094339622635,146,2.754716981132076,2015.0,2,0,25,2.0,0.0,1989.0,25.0,15,0
33569,23941,6424,2,Stony Brook University,59553526.0,1988,1992,20,4,0,-1,0,0,129,1964.0,2.4339622641509435,19671,371.15094339622635,146,2.754716981132076,1994.0,7,386,11,1.4782608695652173,126.78260869565216,1992.0,28.0,22,0
33628,23984,11121,1,Massachusetts Institute of Technology,63966007.0,-1,1992,27,5,16,1,1,1,149,1951.0,2.128571428571429,29498,421.4,84,1.2,1985.0,1,0,1,2.6486486486486487,107.4054054054054,1985.0,41.0,16,2
33663,24009,23695,1,University of Amsterdam,887064364.0,-1,1977,4,3,1,1,1,1,1,2018.0,1.0,0,0.0,3,3.0,1989.0,3,428,2,3.5454545454545454,405.24242424242425,1977.0,-41.0,0,0
33670,24016,24010,1,University of Amsterdam,887064364.0,-1,1994,1,1,0,0,0,0,20,1994.0,0.9090909090909092,1645,74.77272727272727,36,1.6363636363636365,-1.0,0,0,0,0.0,0.0,1994.0,0.0,1,0
33671,24017,24009,1,University of Amsterdam,887064364.0,-1,1993,1,1,0,0,0,0,117,1989.0,3.5454545454545454,13373,405.24242424242425,175,5.303030303030303,1990.0,7,591,12,9.633333333333333,401.1,1990.0,4.0,4,0
33683,24023,2597,1,Universidad de Buenos Aires,24354313.0,1985,1989,4,2,2,-1,1,1,118,1971.0,2.313725490196078,7038,138.0,219,4.294117647058823,1993.0,6,176,8,1.0357142857142858,24.285714285714285,1989.0,18.0,11,0
33684,24023,1359,2,UCSD Neurosciences,,1990,1994,29,4,2,-1,1,1,181,1970.0,3.4807692307692317,13684,263.15384615384613,185,3.5576923076923075,1993.0,6,176,8,1.0357142857142858,24.285714285714285,1993.0,24.0,22,3
33685,24023,19929,0,Weizmann Institute of Science,53964585.0,1981,1983,5,1,1,-1,1,1,126,1968.0,2.625,9417,196.1875,186,3.875,1993.0,6,176,8,1.0357142857142858,24.285714285714285,1983.0,15.0,28,0
33716,24044,2255,2,University of Virginia,51556381.0,1991,1994,24,2,1,-1,1,1,331,1973.0,6.755102040816326,52300,1067.34693877551,465,9.489795918367347,1987.0,9,2314,9,1.9142857142857144,149.05714285714285,1987.0,21.0,46,0
33717,24044,24045,1,University of Iowa,126307644.0,-1,1990,3,2,1,-1,1,1,148,1978.0,4.625,17022,531.9375,139,4.34375,1987.0,9,2314,9,1.9142857142857144,149.05714285714285,1987.0,12.0,40,8
33720,24046,876,1,MGH,,1984,1988,11,2,0,-1,0,0,766,1976.0,16.652173913043477,174649,3796.717391304348,1864,40.52173913043478,1970.0,4,0,12,8.48076923076923,1656.4230769230774,1970.0,12.0,49,2
33722,8033,8335,2,Max Planck Institute for Brain Research,,1977,1979,1,1,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1985.0,14,2204,10,1.0,161.55172413793102,1979.0,-1.0,0,0
33761,1105,112,1,Harvard University,136199984.0,1974,1980,19,5,3,1,1,1,117,1957.0,2.0172413793103448,113126,1950.448275862069,27,0.4655172413793103,1977.0,4,1686,3,1.9189189189189189,559.5135135135135,1977.0,23.0,14,0
33762,1105,16683,2,University of Göteborg,,1980,1981,4,1,3,-1,1,1,53,1977.0,1.2045454545454546,3604,81.9090909090909,63,1.4318181818181819,1977.0,4,1686,3,1.9189189189189189,559.5135135135135,1977.0,4.0,0,0
33763,1105,3226,1,Harvard University,136199984.0,1975,1978,3,1,3,-1,1,1,34,1973.0,0.7727272727272727,11432,259.8181818181818,20,0.4545454545454545,1977.0,4,1686,3,1.9189189189189189,559.5135135135135,1977.0,5.0,11,2
33790,24088,3000,2,California Institute of Technology,122411786.0,1988,1992,43,2,0,-1,1,0,396,1970.0,7.615384615384616,104174,2003.3461538461536,797,15.326923076923075,1986.0,7,2953,15,3.7222222222222223,674.2222222222222,1986.0,22.0,55,5
33809,24104,484,1,University of Pennsylvania,79576946.0,1980,1984,30,3,0,-1,0,0,193,1964.0,3.327586206896552,31867,549.4310344827586,163,2.810344827586207,1979.0,1,26,3,4.372093023255814,376.4883720930232,1979.0,20.0,24,1
33811,24105,484,2,University of Pennsylvania,79576946.0,1987,1989,30,4,1,1,1,1,193,1964.0,3.327586206896552,31867,549.4310344827586,163,2.810344827586207,1990.0,3,95,4,0.5714285714285714,29.857142857142854,1989.0,25.0,19,0
33812,24106,484,2,University of Pennsylvania,79576946.0,1979,1982,30,3,0,-1,0,0,193,1964.0,3.327586206896552,31867,549.4310344827586,163,2.810344827586207,1982.0,3,522,9,0.85,83.95,1982.0,18.0,19,2
33817,24110,484,2,University of Pennsylvania,79576946.0,1980,1982,30,3,0,-1,0,0,193,1964.0,3.327586206896552,31867,549.4310344827586,163,2.810344827586207,1982.0,4,588,7,1.0,147.0,1982.0,18.0,19,3
33824,24118,10506,1,Columbia University,78577930.0,1984,1989,3,2,2,-1,1,1,25,1970.0,0.4901960784313725,1086,21.294117647058822,11,0.215686274509804,1990.0,9,686,8,3.5,80.25,1989.0,19.0,5,1
33866,24139,6424,2,Stony Brook University,59553526.0,1991,1994,20,5,0,1,0,0,129,1964.0,2.4339622641509435,19671,371.15094339622635,146,2.754716981132076,1994.0,1,963,3,1.0,963.0,1994.0,30.0,23,1
33877,16704,3851,2,"University of Wisconsin, Madison",135310074.0,1991,1994,44,1,4,0,1,1,646,1968.0,11.962962962962965,158947,2943.462962962963,768,14.222222222222221,1988.0,1,104,2,3.5588235294117645,535.2352941176471,1988.0,26.0,45,3
33879,16704,10514,0,Michigan State University,87216513.0,1982,1984,7,2,2,-1,1,1,103,1965.0,1.8727272727272728,3725,67.72727272727273,63,1.1454545454545455,1988.0,1,104,2,3.5588235294117645,535.2352941176471,1984.0,19.0,14,0
33894,24154,5519,1,Nathan S. Kline Institute,,1984,1991,9,2,0,-1,0,0,38,1980.0,1.2258064516129032,3466,111.80645161290323,25,0.8064516129032258,-1.0,0,0,0,0.0,0.0,1991.0,11.0,11,0
33896,22715,24297,2,Yale University,32971472.0,1982,1985,39,21,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1985.0,1,34,6,1.0,34.0,1985.0,11.0,60,1
33928,24178,24180,1,University of Chicago,40347166.0,1973,1977,1,1,0,-1,1,0,57,1956.0,1.5,5644,148.5263157894737,92,2.4210526315789482,1979.0,14,1499,7,3.2142857142857144,387.9285714285714,1977.0,21.0,13,0
33956,23941,11403,1,"University of North Carolina, Chapel Hill",114027177.0,1981,1986,5,1,0,-1,0,0,93,1975.0,2.90625,12639,394.96875,90,2.8125,1994.0,7,386,11,1.4782608695652173,126.78260869565216,1986.0,11.0,22,0
33974,24203,252,1,"University of California, San Diego",36258959.0,-1,1976,12,6,0,1,0,0,119,1968.0,2.38,13649,272.98,90,1.8,1977.0,1,32,4,1.0,32.0,1976.0,8.0,9,1
34020,24221,24222,2,Cold Spring Harbor Laboratory,2750212522.0,1981,1984,4,1,6,-1,1,1,387,1975.0,8.41304347826087,114664,2492.695652173913,706,15.347826086956525,1982.0,13,3342,23,2.125,259.525,1982.0,9.0,48,10
34021,24221,24223,2,University of Virginia,51556381.0,1984,1987,17,1,9,-1,1,1,112,1980.0,2.8,36114,902.85,280,7.0,1982.0,13,3342,23,2.125,259.525,1982.0,7.0,4,0
34092,17071,24267,1,Yale University,32971472.0,-1,1979,3,1,2,-1,1,1,325,1967.0,5.909090909090909,81625,1484.090909090909,384,6.9818181818181815,1978.0,17,8592,30,13.727272727272727,4788.204545454545,1978.0,12.0,32,6
34116,24281,4884,1,National Institute for Child Health and Development,,1985,1991,26,1,0,0,1,0,86,1983.0,2.263157894736842,10973,288.7631578947368,202,5.315789473684211,1990.0,9,4946,12,3.0,551.2258064516128,1990.0,8.0,14,5
34117,24281,24282,2,Salk Institute for Biological Studies,1307098950.0,1991,1995,1,1,0,0,1,0,121,1976.0,2.688888888888889,28959,643.5333333333333,248,5.511111111111113,1990.0,9,4946,12,3.0,551.2258064516128,1990.0,19.0,27,4
34121,11853,24283,2,Harvard Medical School/ Massachusetts General Hospital,,-1,1995,9,4,17,-1,1,1,165,1988.0,4.852941176470588,36392,1070.3529411764703,429,12.617647058823529,1990.0,11,4044,26,7.1875,2050.5,1990.0,7.0,30,13
34122,4884,2584,2,Stanford University,97018004.0,-1,1986,44,4,4,1,1,1,238,1974.0,5.534883720930233,84590,1967.2093023255813,306,7.116279069767443,1983.0,5,1576,8,2.263157894736842,288.7631578947368,1983.0,12.0,49,3
34136,24294,7628,1,Cornell ,,1990,1994,4,2,5,-1,1,1,211,1959.0,3.6379310344827593,15004,258.68965517241384,187,3.2241379310344827,1999.0,40,3223,41,7.55,341.5,1994.0,35.0,30,0
34137,24294,7640,1,"State University of New York, Albany",392282.0,1989,1990,7,1,5,-1,1,1,43,1970.0,0.8958333333333334,3622,75.45833333333333,98,2.0416666666666665,1999.0,40,3223,41,7.55,341.5,1990.0,20.0,2,0
34143,17174,24296,1,Columbia University,78577930.0,-1,1977,1,1,1,-1,1,1,128,1950.0,2.098360655737705,7921,129.85245901639342,118,1.9344262295081969,1977.0,19,4794,31,13.4,2326.955555555556,1977.0,27.0,13,4
34145,17174,24297,2,Bell Laboratories,,1977,1979,39,14,2,1,1,1,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1977.0,19,4794,31,13.4,2326.955555555556,1977.0,5.0,13,5
34147,24299,694,1,Johns Hopkins University School of Medicine,2799853436.0,1972,1978,12,1,5,-1,1,1,79,1947.0,1.490566037735849,24284,458.18867924528297,51,0.9622641509433962,1974.0,2,537,6,3.7708333333333335,341.7708333333333,1974.0,31.0,12,2
34148,24299,868,2,National Institute of Mental Health,,1978,1979,18,1,6,-1,1,1,94,1980.0,2.6111111111111107,8653,240.36111111111111,59,1.6388888888888888,1974.0,2,537,6,3.7708333333333335,341.7708333333333,1974.0,-1.0,5,1
34156,566,24299,1,National Eye Institute,,1990,1991,8,1,7,0,1,1,181,1974.0,3.7708333333333335,16405,341.7708333333333,252,5.25,1991.0,6,344,8,10.35483870967742,688.4516129032259,1991.0,17.0,23,3
34172,16160,11071,1,Columbia University,78577930.0,1985,1990,12,1,4,-1,1,1,204,1976.0,4.533333333333333,17301,384.46666666666664,111,2.466666666666667,1983.0,2,549,3,2.083333333333333,312.9166666666667,1983.0,14.0,11,2
34173,16160,372,2,New York University,57206974.0,1989,1990,17,1,4,-1,1,1,192,1960.0,3.0967741935483866,27488,443.35483870967744,92,1.4838709677419355,1983.0,2,549,3,2.083333333333333,312.9166666666667,1983.0,30.0,21,0
34179,16160,11120,1,New York University,57206974.0,1985,1989,19,2,4,-1,1,1,158,1964.0,2.7241379310344827,17153,295.7413793103448,113,1.9482758620689653,1983.0,2,549,3,2.083333333333333,312.9166666666667,1983.0,25.0,14,2
34182,11071,24315,1,University of Oregon,181233156.0,1973,1977,3,1,2,-1,1,1,66,1961.0,1.4042553191489362,9657,205.46808510638297,11,0.2340425531914893,1976.0,6,845,4,4.533333333333333,384.46666666666664,1976.0,16.0,20,0
34235,1361,12429,1,Cornell University,205783295.0,1970,1977,2,1,1,-1,1,1,41,1953.0,0.640625,15523,242.546875,25,0.390625,1982.0,2,1350,4,1.8055555555555558,245.61111111111111,1977.0,24.0,6,0
34237,1361,12374,2,Karolinska Institute,28166907.0,1977,1979,17,1,2,-1,1,1,349,1967.0,6.3454545454545475,48343,878.9636363636363,416,7.5636363636363635,1982.0,2,1350,4,1.8055555555555558,245.61111111111111,1979.0,12.0,14,0
34238,1361,5140,2,"Washington University, Saint Louis",204465549.0,1979,1980,1,1,3,-1,1,1,36,1971.0,1.1612903225806452,4910,158.38709677419354,49,1.5806451612903225,1982.0,2,1350,4,1.8055555555555558,245.61111111111111,1980.0,9.0,2,0
34244,6256,24355,1,University of Liège,157674565.0,1972,1979,1,1,5,-1,1,1,62,1953.0,1.0163934426229508,2571,42.14754098360656,47,0.7704918032786885,1974.0,20,1075,11,11.8125,844.7708333333335,1974.0,26.0,8,2
34245,6256,24356,1,University of Liège,157674565.0,1979,1980,1,1,6,-1,1,1,2,1975.0,0.125,136,8.5,2,0.125,1974.0,20,1075,11,11.8125,844.7708333333335,1974.0,5.0,0,0
34246,24357,6256,1,University of Liège,157674565.0,1980,1985,15,2,0,-1,0,0,567,1974.0,11.8125,40549,844.7708333333335,412,8.583333333333334,-1.0,0,0,0,0.0,0.0,1985.0,11.0,42,0
34249,24358,6256,1,University of Liège,157674565.0,1975,1980,15,1,0,-1,1,0,567,1974.0,11.8125,40549,844.7708333333335,412,8.583333333333334,1976.0,19,305,15,3.282608695652174,141.69565217391303,1976.0,6.0,31,12
34252,24359,24361,1,Kent State University,149910238.0,1973,1976,1,1,0,-1,0,0,10,1969.0,1.1111111111111112,226,25.11111111111111,7,0.7777777777777778,-1.0,0,0,0,0.0,0.0,1976.0,7.0,7,0
34253,1157,24362,1,Harvard University,136199984.0,1990,1994,18,1,28,0,1,1,157,1982.0,3.925,48667,1216.675,153,3.825,1991.0,21,12775,25,8.516129032258064,3346.096774193549,1991.0,12.0,25,11
34256,24362,1835,1,California Institute of Technology,122411786.0,-1,1983,6,3,11,-1,1,1,230,1962.0,3.8333333333333335,54432,907.2,191,3.183333333333333,1982.0,10,3143,13,3.925,1216.675,1982.0,21.0,20,5
34308,24408,24409,1,Emory University,150468666.0,1986,1988,4,2,0,-1,0,0,41,1976.0,1.025,4528,113.2,57,1.425,1991.0,1,16,7,1.0,16.0,1988.0,12.0,11,0
34309,24408,4025,1,Emory University,150468666.0,1988,1991,21,2,0,-1,0,0,381,1977.0,8.466666666666667,29412,653.6,492,10.933333333333335,1991.0,1,16,7,1.0,16.0,1991.0,14.0,23,0
34310,24408,21039,0,University of Virginia,51556381.0,1983,1985,2,1,0,-1,0,0,101,1981.0,2.525,15253,381.325,253,6.325,1991.0,1,16,7,1.0,16.0,1985.0,4.0,10,0
34311,24408,4007,0,University of Virginia,51556381.0,1982,1984,17,2,0,-1,0,0,97,1978.0,2.2045454545454546,8300,188.63636363636363,84,1.9090909090909087,1991.0,1,16,7,1.0,16.0,1984.0,6.0,11,0
34312,24408,457,0,University of Virginia,51556381.0,1983,1984,9,2,0,-1,0,0,26,1994.0,2.6,2306,230.6,18,1.8,1991.0,1,16,7,1.0,16.0,1984.0,-10.0,0,0
34313,24408,24410,1,Emory University School of Medicine,150468666.0,1987,1991,1,1,0,0,0,0,33,1984.0,1.9411764705882355,2243,131.94117647058823,50,2.9411764705882355,1991.0,1,16,7,1.0,16.0,1991.0,7.0,12,1
34370,24451,8267,2,,,1984,1988,2,1,6,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1979.0,20,1358,13,5.341463414634147,560.6341463414634,1979.0,-1.0,0,0
34371,24451,6145,2,University of Massachusetts,,1982,1983,9,1,5,-1,1,1,133,1968.0,3.022727272727273,15383,349.6136363636364,107,2.4318181818181817,1979.0,20,1358,13,5.341463414634147,560.6341463414634,1979.0,15.0,36,9
34372,24451,24452,1,"University of Florida, Gainesville",33213144.0,1977,1981,2,1,4,-1,1,1,17,1979.0,1.8888888888888888,542,60.22222222222222,9,1.0,1979.0,20,1358,13,5.341463414634147,560.6341463414634,1979.0,2.0,13,5
34373,24451,24453,2,Georgia State University,181565077.0,1982,1983,4,1,5,-1,1,1,436,1977.0,9.688888888888886,42857,952.3777777777775,416,9.244444444444444,1979.0,20,1358,13,5.341463414634147,560.6341463414634,1979.0,6.0,146,6
34374,24451,24454,2,Georgia State University,181565077.0,1980,1981,8,1,4,-1,1,1,293,1976.0,6.369565217391305,11598,252.1304347826087,238,5.173913043478262,1979.0,20,1358,13,5.341463414634147,560.6341463414634,1979.0,5.0,14,4
34389,23429,559,0,Brandeis University,6902469.0,1989,1992,41,1,2,0,1,1,369,1974.0,7.6875,46320,965.0,358,7.458333333333332,2001.0,12,2818,30,2.4285714285714284,212.90476190476195,1992.0,18.0,52,0
34415,24478,7168,0,Princeton University,20089843.0,1983,1986,7,1,7,-1,1,1,38,1976.0,0.8260869565217391,11324,246.17391304347825,50,1.0869565217391304,1986.0,1,18,1,4.305555555555555,485.66666666666674,1986.0,10.0,6,0
34416,24478,312,1,Stanford University,97018004.0,1989,1995,36,2,11,-1,1,1,383,1974.0,7.979166666666668,48347,1007.2291666666664,374,7.791666666666668,1986.0,1,18,1,4.305555555555555,485.66666666666674,1986.0,21.0,37,6
34427,97628,24926,1,University of Bristol,36234482.0,-1,1977,2,1,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1974.0,6,238,12,15.166666666666664,1041.9791666666667,1974.0,-1.0,0,0
34620,18550,19533,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1984,1987,24,4,0,1,1,0,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1977.0,2,135,2,2.6666666666666665,288.8888888888889,1977.0,8.0,12,2
34623,24578,19533,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1981,1984,24,6,1,1,1,1,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1978.0,6,539,7,1.181818181818182,115.8181818181818,1978.0,5.0,6,3
34624,24579,19533,2,Colorado State University,92446798.0,1990,1994,24,4,0,-1,0,0,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1989.0,7,333,13,2.393939393939394,94.9090909090909,1989.0,15.0,19,4
34626,326,19533,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1984,1987,24,4,6,1,1,1,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1990.0,7,3243,9,2.2903225806451615,287.7741935483872,1987.0,8.0,12,0
34627,4045,19533,0,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1981,1985,24,6,2,1,1,1,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1979.0,3,52,6,0.2631578947368421,29.52631578947368,1979.0,6.0,10,3
34628,14883,19533,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1975,1980,24,3,3,1,1,1,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1985.0,8,501,6,1.864864864864865,155.21621621621622,1980.0,1.0,2,0
34629,24581,19533,2,Colorado State University,92446798.0,1991,1993,24,4,6,-1,1,1,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1983.0,8,434,16,1.8461538461538465,173.5384615384616,1983.0,14.0,16,2
34631,24583,19533,2,Colorado State University,92446798.0,1990,1992,24,6,0,1,0,0,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,1991.0,2,428,4,1.0,214.0,1991.0,13.0,15,1
34635,24586,19533,2,"University of Colorado Anschutz Medical Campus, Denver",51713134.0,1978,1981,24,4,0,1,0,0,112,1979.0,2.6046511627906983,16220,377.20930232558135,125,2.9069767441860463,-1.0,0,0,0,0.0,0.0,1981.0,2.0,4,0
34723,24652,24653,1,Free University of Brussels,908309457.0,1985,1992,3,1,5,0,1,1,791,1937.0,10.14102564102564,75153,963.5,300,3.8461538461538463,1986.0,7,2279,4,10.277777777777779,988.5555555555555,1986.0,55.0,87,0
34724,24652,24654,1,Free University of Brussels,908309457.0,1985,1992,5,2,5,-1,1,1,250,1965.0,4.464285714285714,13177,235.30357142857144,177,3.1607142857142856,1986.0,7,2279,4,10.277777777777779,988.5555555555555,1986.0,27.0,43,0
34725,24652,24655,1,Free University of Brussels,908309457.0,1985,1992,1,1,5,0,1,1,57,1958.0,1.0555555555555556,6260,115.92592592592592,25,0.46296296296296297,1986.0,7,2279,4,10.277777777777779,988.5555555555555,1986.0,34.0,22,2
34726,24652,76,2,Free University of Brussels,908309457.0,1992,1995,87,12,5,1,1,1,922,1969.0,17.39622641509434,198249,3740.5471698113206,1056,19.924528301886788,1986.0,7,2279,4,10.277777777777779,988.5555555555555,1986.0,26.0,140,13
34821,24720,24721,2,Durham University,190082696.0,1975,1978,1,1,0,-1,0,0,22,1964.0,0.6875,1870,58.4375,18,0.5625,1973.0,9,467,9,1.6530612244897958,50.04081632653061,1973.0,14.0,8,6
34834,24730,24731,1,"University of Colorado, Boulder",188538660.0,1972,1977,2,1,0,-1,1,0,16,1958.0,1.7777777777777777,604,67.1111111111111,11,1.2222222222222223,1974.0,3,84,4,2.276595744680851,473.6808510638298,1974.0,19.0,0,0
34896,24763,7626,1,Brown University,27804330.0,1976,1982,11,2,0,-1,0,0,42,1972.0,0.9545454545454546,4858,110.4090909090909,50,1.1363636363636365,1977.0,11,950,11,0.5294117647058824,33.294117647058826,1977.0,10.0,1,0
34897,24764,2619,1,Australian National University,118347636.0,1986,1990,6,3,2,-1,1,1,51,1981.0,1.275,4235,105.875,72,1.8,1988.0,9,962,18,3.5294117647058822,177.20588235294116,1988.0,9.0,12,0
34898,24764,23204,1,Australian National University,118347636.0,1986,1990,6,1,2,-1,1,1,148,1969.0,2.9019607843137254,12983,254.56862745098042,236,4.627450980392157,1988.0,9,962,18,3.5294117647058822,177.20588235294116,1988.0,21.0,26,4
